BusinessYear,StateCode,IssuerId,SourceName,ImportDate,ServiceAreaId,ServiceAreaName_cleaned,CoverEntireState,County_cleaned,PartialCounty_cleaned,ZipCodes_cleaned,PartialCountyJustification_cleaned,MarketCoverage,DentalOnlyPlan
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS001,Alaska Premier,Yes,N/A,N/A,N/A,N/A,SHOP (Small Group),Yes
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS002,Alaska PPO,No,No,No,N/A,N/A,SHOP (Small Group),Yes
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS002,Alaska PPO,No,No,No,N/A,N/A,SHOP (Small Group),Yes
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS002,Alaska PPO,No,No,No,N/A,N/A,SHOP (Small Group),Yes
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS003,Alaska Premier - Individual,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS004,Alaska PPO - Individual,No,No,No,N/A,N/A,Individual,Yes
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS004,Alaska PPO - Individual,No,No,No,N/A,N/A,Individual,Yes
2025,AK,21989,HIOS,2024-08-29 1:02:15,AKS004,Alaska PPO - Individual,No,No,No,N/A,N/A,Individual,Yes
2025,AK,38344,HIOS,2025-01-10 0:01:52,AKS001,PBCBSAK Individual Legacy,Yes,N/A,N/A,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,73836,HIOS,2025-01-11 0:01:52,AKS002,Pioneer - individual,No,No,No,N/A,N/A,Individual,No
2025,AK,74819,HIOS,2024-10-18 1:02:01,AKS001,BEST Life Alaska,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AL,12538,HIOS,2024-11-14 0:02:01,ALS001,BEST Life Alabama,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,17540,HIOS,2024-09-14 1:01:31,ALS001,GLIC Indiv PPO On and Off Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,18239,HIOS,2024-08-15 1:01:23,ALS001,AL PPO Exchange,No,No,No,N/A,N/A,Individual,Yes
2025,AL,28725,HIOS,2024-09-14 1:01:31,ALS001,Alabama,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AL,44580,HIOS,2024-08-08 1:02:06,ALS001,Dental,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AL,46363,HIOS,2024-09-17 1:02:01,ALS001,Alabama,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS001,State Individual,Yes,N/A,N/A,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS002,State Dental,Yes,N/A,N/A,N/A,N/A,Individual,Yes
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS004,EPO,No,No,No,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS004,EPO,No,No,No,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS004,EPO,No,No,No,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS004,EPO,No,No,No,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS004,EPO,No,No,No,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS004,EPO,No,No,No,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS004,EPO,No,No,No,N/A,N/A,Individual,No
2025,AL,46944,HIOS,2025-03-25 2:01:59,ALS003,State Small Group,Yes,N/A,N/A,N/A,N/A,SHOP (Small Group),No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
2025,AL,53932,HIOS,2025-01-11 0:01:52,ALS001,Ambetter of Alabama,No,No,No,N/A,N/A,Individual,No
