BusinessYear,StateCode,IssuerId,SourceName,ImportDate,RateEffectiveDate,RateExpirationDate,PlanId,RatingAreaId,Tobacco_cleaned,Age_cleaned,IndividualRate_cleaned,IndividualTobaccoRate_cleaned,Couple_cleaned,PrimarySubscriberAndOneDependent_cleaned,PrimarySubscriberAndTwoDependents_cleaned,PrimarySubscriberAndThreeOrMoreDependents_cleaned,CoupleAndOneDependent_cleaned,CoupleAndTwoDependents_cleaned,CoupleAndThreeOrMoreDependents_cleaned
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,35,942,1092,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,36,948,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,37,954,1106,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,38,960,1114,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,39,972,1128,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,40,985,1142,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,41,1003,1164,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,42,1021,1184,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,43,1046,1213,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,44,1076,1249,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,45,1113,1313,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,46,1156,1364,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,47,1204,1421,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,48,1260,1486,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,49,1314,1551,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,50,1376,1624,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,51,1437,1696,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,52,1504,1775,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,53,1572,1855,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,54,1645,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,55,1718,2027,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,56,1798,2121,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,57,1878,2216,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,58,1963,2317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,59,2006,2367,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,60,2091,2467,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,61,2165,2555,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,62,2214,2612,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,63,2274,2684,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 3,Tobacco User/Non-Tobacco User,64,2311,2727,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,14,589,589,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,15,642,642,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,16,662,662,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,17,682,682,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,18,703,703,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,19,725,725,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,20,747,747,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,21,770,848,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,22,770,848,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,23,770,848,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,24,770,848,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,25,774,851,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,26,789,868,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,27,807,888,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,28,838,921,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,29,862,948,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,30,874,1014,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,31,893,1036,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,32,911,1057,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,33,923,1071,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,34,935,1085,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,35,942,1092,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,36,948,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,37,954,1106,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,38,960,1114,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,39,972,1128,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,40,985,1142,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,41,1003,1164,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,42,1021,1184,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,43,1046,1213,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,44,1076,1249,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,45,1113,1313,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,46,1156,1364,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,47,1204,1421,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,48,1260,1486,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,49,1314,1551,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,50,1376,1624,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,51,1437,1696,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,52,1504,1775,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,53,1572,1855,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,54,1645,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,55,1718,2027,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,56,1798,2121,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,57,1878,2216,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,58,1963,2317,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,59,2006,2367,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,60,2091,2467,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,61,2165,2555,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,62,2214,2612,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,63,2274,2684,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 4,Tobacco User/Non-Tobacco User,64,2311,2727,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,14,630,630,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,15,686,686,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,16,708,708,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,17,729,729,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,18,752,752,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,19,775,775,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,20,799,799,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025,WV,50328,SERFF,2024-10-16 20:01:50,2025-01-01,2025-12-31,50328WV0010036,Rating Area 5,Tobacco User/Non-Tobacco User,21,824,906,N/A,N/A,N/A,N/A,N/A,N/A,N/A
